customerID,Churn
CUST_ID313,No
CUST_ID314,Yes
CUST_ID315,Yes
CUST_ID316,No
CUST_ID317,No
CUST_ID318,No
CUST_ID319,No
CUST_ID320,No
CUST_ID321,No
CUST_ID322,No
CUST_ID323,No
CUST_ID324,No
CUST_ID325,No
CUST_ID326,No
CUST_ID327,No
CUST_ID328,No
CUST_ID329,No
CUST_ID330,No
CUST_ID331,No
CUST_ID332,No
CUST_ID333,Yes
CUST_ID334,No
CUST_ID335,No
CUST_ID336,Yes
CUST_ID337,Yes
CUST_ID338,No
CUST_ID339,No
CUST_ID340,No
CUST_ID341,No
CUST_ID342,No
CUST_ID343,Yes
CUST_ID344,No
CUST_ID345,No
CUST_ID346,No
CUST_ID347,No
CUST_ID348,No
CUST_ID349,Yes
CUST_ID350,No
CUST_ID351,No
CUST_ID352,Yes
CUST_ID353,No
CUST_ID354,Yes
CUST_ID355,No
CUST_ID356,No
CUST_ID357,No
CUST_ID358,No
CUST_ID359,Yes
CUST_ID360,No
CUST_ID361,No
CUST_ID362,No
CUST_ID363,No
CUST_ID364,No
CUST_ID365,Yes
CUST_ID366,No
CUST_ID367,No
CUST_ID368,No
CUST_ID369,No
CUST_ID370,No
CUST_ID371,Yes
CUST_ID372,Yes
CUST_ID373,No
CUST_ID374,No
CUST_ID375,No
CUST_ID376,No
CUST_ID377,No
CUST_ID378,Yes
CUST_ID379,No
CUST_ID380,No
CUST_ID381,No
CUST_ID382,No
CUST_ID383,No
CUST_ID384,No
CUST_ID385,No
CUST_ID386,No
CUST_ID387,No
CUST_ID388,No
CUST_ID389,No
CUST_ID390,No
CUST_ID391,No
CUST_ID392,Yes
CUST_ID393,Yes
CUST_ID394,No
CUST_ID395,Yes
CUST_ID396,No
CUST_ID397,No
CUST_ID398,No
CUST_ID399,Yes
CUST_ID400,No
CUST_ID401,No
CUST_ID402,No
CUST_ID403,No
CUST_ID404,No
CUST_ID405,No
CUST_ID406,No
CUST_ID407,No
CUST_ID408,No
CUST_ID409,No
CUST_ID410,Yes
CUST_ID411,No
CUST_ID412,No
CUST_ID413,No
CUST_ID414,No
CUST_ID415,Yes
CUST_ID416,No
CUST_ID417,No
CUST_ID418,No
CUST_ID419,Yes
CUST_ID420,No
CUST_ID421,No
CUST_ID422,No
CUST_ID423,No
CUST_ID424,No
CUST_ID425,Yes
CUST_ID426,No
CUST_ID427,No
CUST_ID428,No
CUST_ID429,No
CUST_ID430,No
CUST_ID431,No
CUST_ID432,No
CUST_ID433,Yes
CUST_ID434,No
CUST_ID435,Yes
CUST_ID436,Yes
CUST_ID437,No
CUST_ID438,Yes
CUST_ID439,No
CUST_ID440,No
CUST_ID441,No
CUST_ID442,No
CUST_ID443,No
CUST_ID444,No
CUST_ID445,Yes
CUST_ID446,No
CUST_ID447,Yes
CUST_ID448,No
CUST_ID449,No
CUST_ID450,No
CUST_ID451,No
CUST_ID452,No
CUST_ID453,No
CUST_ID454,Yes
CUST_ID455,No
CUST_ID456,No
CUST_ID457,No
CUST_ID458,No
CUST_ID459,No
CUST_ID460,No
CUST_ID461,No
CUST_ID462,Yes
CUST_ID463,Yes
CUST_ID464,No
CUST_ID465,No
CUST_ID466,No
CUST_ID467,No
CUST_ID468,No
CUST_ID469,No
CUST_ID470,No
CUST_ID471,No
CUST_ID472,No
CUST_ID473,No
CUST_ID474,No
CUST_ID475,No
CUST_ID476,No
CUST_ID477,No
CUST_ID478,No
CUST_ID479,No
CUST_ID480,No
CUST_ID481,No
CUST_ID482,No
CUST_ID483,No
CUST_ID484,Yes
CUST_ID485,No
CUST_ID486,No
CUST_ID487,No
CUST_ID488,No
CUST_ID489,No
CUST_ID490,Yes
CUST_ID491,No
CUST_ID492,No
CUST_ID493,Yes
CUST_ID494,No
CUST_ID495,No
CUST_ID496,No
CUST_ID497,No
CUST_ID498,No
CUST_ID499,No
CUST_ID500,No
CUST_ID501,Yes
CUST_ID502,No
CUST_ID503,No
CUST_ID504,No
CUST_ID505,No
CUST_ID506,No
CUST_ID507,No
CUST_ID508,No
CUST_ID509,No
CUST_ID510,No
CUST_ID511,Yes
CUST_ID512,Yes
CUST_ID513,No
CUST_ID514,No
CUST_ID515,Yes
CUST_ID516,Yes
CUST_ID517,No
CUST_ID518,No
CUST_ID519,No
CUST_ID520,No
CUST_ID521,No
CUST_ID522,No
CUST_ID523,No
CUST_ID524,Yes
CUST_ID525,No
CUST_ID526,No
CUST_ID527,No
CUST_ID528,No
CUST_ID529,No
CUST_ID530,No
CUST_ID531,No
CUST_ID532,No
CUST_ID533,No
CUST_ID534,No
CUST_ID535,No
CUST_ID536,No
CUST_ID537,No
CUST_ID538,No
CUST_ID539,No
CUST_ID540,Yes
CUST_ID541,No
CUST_ID542,No
CUST_ID543,Yes
CUST_ID544,Yes
CUST_ID545,Yes
CUST_ID546,No
CUST_ID547,No
CUST_ID548,No
CUST_ID549,No
CUST_ID550,No
CUST_ID551,No
CUST_ID552,No
CUST_ID553,No
CUST_ID554,No
CUST_ID555,No
CUST_ID556,No
CUST_ID557,Yes
CUST_ID558,No
CUST_ID559,No
CUST_ID560,No
CUST_ID561,No
CUST_ID562,No
CUST_ID563,No
CUST_ID564,No
CUST_ID565,No
CUST_ID566,No
CUST_ID567,No
CUST_ID568,Yes
CUST_ID569,No
CUST_ID570,No
CUST_ID571,Yes
CUST_ID572,No
CUST_ID573,No
CUST_ID574,No
CUST_ID575,No
CUST_ID576,No
CUST_ID577,No
CUST_ID578,No
CUST_ID579,No
CUST_ID580,No
CUST_ID581,No
CUST_ID582,No
CUST_ID583,No
CUST_ID584,No
CUST_ID585,No
CUST_ID586,No
CUST_ID587,No
CUST_ID588,No
CUST_ID589,Yes
CUST_ID590,No
CUST_ID591,No
CUST_ID592,No
CUST_ID593,No
CUST_ID594,No
CUST_ID595,Yes
CUST_ID596,No
CUST_ID597,No
CUST_ID598,No
CUST_ID599,No
CUST_ID600,No
CUST_ID601,No
CUST_ID602,No
CUST_ID603,No
CUST_ID604,Yes
CUST_ID605,No
CUST_ID606,No
CUST_ID607,No
CUST_ID608,No
CUST_ID609,No
CUST_ID610,Yes
CUST_ID611,No
CUST_ID612,No
CUST_ID613,Yes
CUST_ID614,No
CUST_ID615,No
CUST_ID616,No
CUST_ID617,No
CUST_ID618,No
CUST_ID619,No
CUST_ID620,No
CUST_ID621,Yes
CUST_ID622,No
CUST_ID623,Yes
CUST_ID624,No
CUST_ID625,No
CUST_ID626,Yes
CUST_ID627,No
CUST_ID628,No
CUST_ID629,No
CUST_ID630,Yes
CUST_ID631,No
CUST_ID632,No
CUST_ID633,No
CUST_ID634,No
CUST_ID635,No
CUST_ID636,Yes
CUST_ID637,Yes
CUST_ID638,No
CUST_ID639,No
CUST_ID640,Yes
CUST_ID641,No
CUST_ID642,No
CUST_ID643,No
CUST_ID644,Yes
CUST_ID645,Yes
CUST_ID646,No
CUST_ID647,Yes
CUST_ID648,No
CUST_ID649,No
CUST_ID650,Yes
CUST_ID651,No
CUST_ID652,Yes
CUST_ID653,No
CUST_ID654,No
CUST_ID655,No
CUST_ID656,No
CUST_ID657,Yes
CUST_ID658,No
CUST_ID659,No
CUST_ID660,No
CUST_ID661,No
CUST_ID662,No
CUST_ID663,No
CUST_ID664,No
CUST_ID665,No
CUST_ID666,No
CUST_ID667,No
CUST_ID668,No
CUST_ID669,No
CUST_ID670,No
CUST_ID671,No
CUST_ID672,Yes
CUST_ID673,No
CUST_ID674,No
CUST_ID675,No
CUST_ID676,No
CUST_ID677,No
CUST_ID678,Yes
CUST_ID679,No
CUST_ID680,No
CUST_ID681,No
CUST_ID682,No
CUST_ID683,No
CUST_ID684,Yes
CUST_ID685,No
CUST_ID686,No
CUST_ID687,Yes
CUST_ID688,Yes
CUST_ID689,No
CUST_ID690,No
CUST_ID691,No
CUST_ID692,No
CUST_ID693,Yes
CUST_ID694,No
CUST_ID695,No
CUST_ID696,Yes
CUST_ID697,Yes
CUST_ID698,No
CUST_ID699,No
CUST_ID700,Yes
CUST_ID701,No
CUST_ID702,No
CUST_ID703,No
CUST_ID704,No
CUST_ID705,No
CUST_ID706,No
CUST_ID707,No
CUST_ID708,No
CUST_ID709,No
CUST_ID710,Yes
CUST_ID711,No
CUST_ID712,Yes
CUST_ID713,Yes
CUST_ID714,No
CUST_ID715,Yes
CUST_ID716,No
CUST_ID717,Yes
CUST_ID718,No
CUST_ID719,No
CUST_ID720,No
CUST_ID721,No
CUST_ID722,No
CUST_ID723,No
CUST_ID724,No
CUST_ID725,No
CUST_ID726,Yes
CUST_ID727,No
CUST_ID728,No
CUST_ID729,Yes
CUST_ID730,No
CUST_ID731,No
CUST_ID732,No
CUST_ID733,No
CUST_ID734,No
CUST_ID735,No
CUST_ID736,No
CUST_ID737,Yes
CUST_ID738,No
CUST_ID739,Yes
CUST_ID740,No
CUST_ID741,No
CUST_ID742,No
CUST_ID743,Yes
CUST_ID744,No
CUST_ID745,No
CUST_ID746,Yes
CUST_ID747,No
CUST_ID748,No
CUST_ID749,No
CUST_ID750,Yes
CUST_ID751,No
CUST_ID752,No
CUST_ID753,No
CUST_ID754,Yes
CUST_ID755,No
CUST_ID756,No
CUST_ID757,No
CUST_ID758,No
CUST_ID759,No
CUST_ID760,Yes
CUST_ID761,Yes
CUST_ID762,No
CUST_ID763,Yes
CUST_ID764,No
CUST_ID765,No
CUST_ID766,Yes
CUST_ID767,Yes
CUST_ID768,No
CUST_ID769,Yes
CUST_ID770,No
CUST_ID771,No
CUST_ID772,No
CUST_ID773,No
CUST_ID774,No
CUST_ID775,No
CUST_ID776,No
CUST_ID777,No
CUST_ID778,No
CUST_ID779,No
CUST_ID780,No
CUST_ID781,No
CUST_ID782,No
CUST_ID783,No
CUST_ID784,No
CUST_ID785,No
CUST_ID786,No
CUST_ID787,No
CUST_ID788,No
CUST_ID789,No
CUST_ID790,Yes
CUST_ID791,Yes
CUST_ID792,Yes
CUST_ID793,No
CUST_ID794,Yes
CUST_ID795,No
CUST_ID796,No
CUST_ID797,No
CUST_ID798,No
CUST_ID799,No
CUST_ID800,No
CUST_ID801,No
CUST_ID802,No
CUST_ID803,Yes
CUST_ID804,No
CUST_ID805,No
CUST_ID806,No
CUST_ID807,No
CUST_ID808,No
CUST_ID809,No
CUST_ID810,No
CUST_ID811,No
CUST_ID812,No
CUST_ID813,Yes
CUST_ID814,No
CUST_ID815,No
CUST_ID816,Yes
CUST_ID817,Yes
CUST_ID818,No
CUST_ID819,No
CUST_ID820,Yes
CUST_ID821,No
CUST_ID822,No
CUST_ID823,No
CUST_ID824,No
CUST_ID825,No
CUST_ID826,No
CUST_ID827,No
CUST_ID828,Yes
CUST_ID829,Yes
CUST_ID830,No
CUST_ID831,Yes
CUST_ID832,No
CUST_ID833,No
CUST_ID834,No
CUST_ID835,Yes
CUST_ID836,No
CUST_ID837,No
CUST_ID838,No
CUST_ID839,No
CUST_ID840,No
CUST_ID841,No
CUST_ID842,Yes
CUST_ID843,No
CUST_ID844,No
CUST_ID845,No
CUST_ID846,No
CUST_ID847,No
CUST_ID848,No
CUST_ID849,No
CUST_ID850,No
CUST_ID851,No
CUST_ID852,No
CUST_ID853,No
CUST_ID854,No
CUST_ID855,Yes
CUST_ID856,No
CUST_ID857,No
CUST_ID858,No
CUST_ID859,No
CUST_ID860,No
CUST_ID861,No
CUST_ID862,No
CUST_ID863,No
CUST_ID864,No
CUST_ID865,No
CUST_ID866,Yes
CUST_ID867,No
CUST_ID868,No
CUST_ID869,No
CUST_ID870,No
CUST_ID871,No
CUST_ID872,No
CUST_ID873,No
CUST_ID874,No
CUST_ID875,No
CUST_ID876,No
CUST_ID877,No
CUST_ID878,No
CUST_ID879,No
CUST_ID880,No
CUST_ID881,No
CUST_ID882,No
CUST_ID883,No
CUST_ID884,No
CUST_ID885,No
CUST_ID886,No
CUST_ID887,Yes
CUST_ID888,No
CUST_ID889,No
CUST_ID890,Yes
CUST_ID891,No
CUST_ID892,No
CUST_ID893,No
CUST_ID894,No
CUST_ID895,No
CUST_ID896,No
CUST_ID897,No
CUST_ID898,No
CUST_ID899,No
CUST_ID900,Yes
CUST_ID901,No
CUST_ID902,No
CUST_ID903,No
CUST_ID904,No
CUST_ID905,No
CUST_ID906,No
CUST_ID907,No
CUST_ID908,No
CUST_ID909,No
CUST_ID910,No
CUST_ID911,No
CUST_ID912,No
CUST_ID913,No
CUST_ID914,No
CUST_ID915,No
CUST_ID916,No
CUST_ID917,No
CUST_ID918,No
CUST_ID919,Yes
CUST_ID920,No
CUST_ID921,No
CUST_ID922,Yes
CUST_ID923,No
CUST_ID924,No
CUST_ID925,No
CUST_ID926,No
CUST_ID927,No
CUST_ID928,Yes
CUST_ID929,No
CUST_ID930,No
CUST_ID931,No
CUST_ID932,No
CUST_ID933,No
CUST_ID934,No
CUST_ID935,Yes
CUST_ID936,No
CUST_ID937,No
CUST_ID938,Yes
CUST_ID939,No
CUST_ID940,No
CUST_ID941,No
CUST_ID942,No
CUST_ID943,No
CUST_ID944,No
CUST_ID945,No
CUST_ID946,No
CUST_ID947,No
CUST_ID948,Yes
CUST_ID949,No
CUST_ID950,Yes
CUST_ID951,No
CUST_ID952,No
CUST_ID953,No
CUST_ID954,No
CUST_ID955,Yes
CUST_ID956,No
CUST_ID957,No
CUST_ID958,No
CUST_ID959,No
CUST_ID960,No
CUST_ID961,No
CUST_ID962,No
CUST_ID963,No
CUST_ID964,No
CUST_ID965,No
CUST_ID966,No
CUST_ID967,No
CUST_ID968,No
CUST_ID969,No
CUST_ID970,No
CUST_ID971,Yes
CUST_ID972,No
CUST_ID973,No
CUST_ID974,No
CUST_ID975,No
CUST_ID976,Yes
CUST_ID977,No
CUST_ID978,No
CUST_ID979,Yes
CUST_ID980,No
CUST_ID981,No
CUST_ID982,No
CUST_ID983,No
CUST_ID984,Yes
CUST_ID985,No
CUST_ID986,No
CUST_ID987,No
CUST_ID988,Yes
CUST_ID989,Yes
CUST_ID990,No
CUST_ID991,No
CUST_ID992,Yes
CUST_ID993,No
CUST_ID994,No
CUST_ID995,Yes
CUST_ID996,No
CUST_ID997,No
CUST_ID998,No
CUST_ID999,No
CUST_ID1000,Yes
CUST_ID1001,No
CUST_ID1002,Yes
CUST_ID1003,No
CUST_ID1004,No
CUST_ID1005,No
CUST_ID1006,No
CUST_ID1007,No
CUST_ID1008,Yes
CUST_ID1009,No
CUST_ID1010,No
CUST_ID1011,No
CUST_ID1012,No
CUST_ID1013,No
CUST_ID1014,No
CUST_ID1015,No
CUST_ID1016,No
CUST_ID1017,No
CUST_ID1018,No
CUST_ID1019,No
CUST_ID1020,No
CUST_ID1021,No
CUST_ID1022,No
CUST_ID1023,No
CUST_ID1024,No
CUST_ID1025,No
CUST_ID1026,Yes
CUST_ID1027,Yes
CUST_ID1028,No
CUST_ID1029,No
CUST_ID1030,No
CUST_ID1031,Yes
CUST_ID1032,No
CUST_ID1033,No
CUST_ID1034,No
CUST_ID1035,No
CUST_ID1036,No
CUST_ID1037,No
CUST_ID1038,No
CUST_ID1039,No
CUST_ID1040,No
CUST_ID1041,No
CUST_ID1042,No
CUST_ID1043,No
CUST_ID1044,No
CUST_ID1045,No
CUST_ID1046,No
CUST_ID1047,No
CUST_ID1048,Yes
CUST_ID1049,No
CUST_ID1050,No
CUST_ID1051,No
CUST_ID1052,No
CUST_ID1053,Yes
CUST_ID1054,No
CUST_ID1055,No
CUST_ID1056,No
CUST_ID1057,No
CUST_ID1058,No
CUST_ID1059,No
CUST_ID1060,No
CUST_ID1061,No
CUST_ID1062,No
CUST_ID1063,No
CUST_ID1064,No
CUST_ID1065,No
CUST_ID1066,No
CUST_ID1067,No
CUST_ID1068,No
CUST_ID1069,No
CUST_ID1070,No
CUST_ID1071,No
CUST_ID1072,No
CUST_ID1073,Yes
CUST_ID1074,No
CUST_ID1075,No
CUST_ID1076,Yes
CUST_ID1077,Yes
CUST_ID1078,No
CUST_ID1079,No
CUST_ID1080,No
CUST_ID1081,No
CUST_ID1082,No
CUST_ID1083,No
CUST_ID1084,No
CUST_ID1085,No
CUST_ID1086,No
CUST_ID1087,No
CUST_ID1088,No
CUST_ID1089,No
CUST_ID1090,No
CUST_ID1091,Yes
CUST_ID1092,No
CUST_ID1093,Yes
CUST_ID1094,No
CUST_ID1095,No
CUST_ID1096,Yes
CUST_ID1097,No
CUST_ID1098,No
CUST_ID1099,No
CUST_ID1100,No
CUST_ID1101,No
CUST_ID1102,No
CUST_ID1103,Yes
CUST_ID1104,Yes
CUST_ID1105,No
CUST_ID1106,No
CUST_ID1107,No
CUST_ID1108,No
CUST_ID1109,Yes
CUST_ID1110,No
CUST_ID1111,No
CUST_ID1112,No
CUST_ID1113,No
CUST_ID1114,Yes
CUST_ID1115,Yes
CUST_ID1116,No
CUST_ID1117,No
CUST_ID1118,No
CUST_ID1119,No
CUST_ID1120,No
CUST_ID1121,No
CUST_ID1122,No
CUST_ID1123,No
CUST_ID1124,No
CUST_ID1125,No
CUST_ID1126,Yes
CUST_ID1127,No
CUST_ID1128,No
CUST_ID1129,No
CUST_ID1130,No
CUST_ID1131,No
CUST_ID1132,No
CUST_ID1133,No
CUST_ID1134,No
CUST_ID1135,No
CUST_ID1136,No
CUST_ID1137,No
CUST_ID1138,No
CUST_ID1139,No
CUST_ID1140,No
CUST_ID1141,Yes
CUST_ID1142,No
CUST_ID1143,No
CUST_ID1144,No
CUST_ID1145,Yes
CUST_ID1146,No
CUST_ID1147,No
CUST_ID1148,No
CUST_ID1149,No
CUST_ID1150,No
CUST_ID1151,No
CUST_ID1152,Yes
CUST_ID1153,No
CUST_ID1154,Yes
CUST_ID1155,Yes
CUST_ID1156,No
CUST_ID1157,No
CUST_ID1158,No
CUST_ID1159,No
CUST_ID1160,No
CUST_ID1161,Yes
CUST_ID1162,No
CUST_ID1163,No
CUST_ID1164,No
CUST_ID1165,Yes
CUST_ID1166,No
CUST_ID1167,No
CUST_ID1168,No
CUST_ID1169,No
CUST_ID1170,No
CUST_ID1171,No
CUST_ID1172,No
CUST_ID1173,No
CUST_ID1174,No
CUST_ID1175,No
CUST_ID1176,Yes
CUST_ID1177,No
CUST_ID1178,No
CUST_ID1179,No
CUST_ID1180,No
CUST_ID1181,No
CUST_ID1182,No
CUST_ID1183,No
CUST_ID1184,No
CUST_ID1185,No
CUST_ID1186,Yes
CUST_ID1187,No
CUST_ID1188,No
CUST_ID1189,Yes
CUST_ID1190,No
CUST_ID1191,No
CUST_ID1192,No
CUST_ID1193,No
CUST_ID1194,No
CUST_ID1195,No
CUST_ID1196,Yes
CUST_ID1197,No
CUST_ID1198,No
CUST_ID1199,No
CUST_ID1200,No
CUST_ID1201,Yes
CUST_ID1202,Yes
CUST_ID1203,No
CUST_ID1204,No
CUST_ID1205,No
CUST_ID1206,No
CUST_ID1207,No
CUST_ID1208,No
CUST_ID1209,No
CUST_ID1210,No
CUST_ID1211,Yes
CUST_ID1212,No
CUST_ID1213,No
CUST_ID1214,No
CUST_ID1215,No
CUST_ID1216,No
CUST_ID1217,No
CUST_ID1218,No
CUST_ID1219,No
CUST_ID1220,No
CUST_ID1221,No
CUST_ID1222,Yes
CUST_ID1223,No
CUST_ID1224,Yes
CUST_ID1225,No
CUST_ID1226,No
CUST_ID1227,No
CUST_ID1228,No
CUST_ID1229,No
CUST_ID1230,No
CUST_ID1231,No
CUST_ID1232,No
CUST_ID1233,No
CUST_ID1234,No
CUST_ID1235,No
CUST_ID1236,Yes
CUST_ID1237,Yes
CUST_ID1238,No
CUST_ID1239,No
CUST_ID1240,No
CUST_ID1241,No
CUST_ID1242,No
CUST_ID1243,No
CUST_ID1244,No
CUST_ID1245,Yes
CUST_ID1246,No
CUST_ID1247,No
CUST_ID1248,No
CUST_ID1249,No
CUST_ID1250,Yes
CUST_ID1251,No
CUST_ID1252,No
CUST_ID1253,No
CUST_ID1254,No
CUST_ID1255,Yes
CUST_ID1256,Yes
CUST_ID1257,No
CUST_ID1258,No
CUST_ID1259,No
CUST_ID1260,No
CUST_ID1261,No
CUST_ID1262,No
CUST_ID1263,No
CUST_ID1264,No
CUST_ID1265,No
CUST_ID1266,No
CUST_ID1267,Yes
CUST_ID1268,No
CUST_ID1269,No
CUST_ID1270,No
CUST_ID1271,No
CUST_ID1272,No
CUST_ID1273,No
CUST_ID1274,No
CUST_ID1275,No
CUST_ID1276,Yes
CUST_ID1277,No
CUST_ID1278,Yes
CUST_ID1279,No
CUST_ID1280,No
CUST_ID1281,No
CUST_ID1282,No
CUST_ID1283,No
CUST_ID1284,No
CUST_ID1285,No
CUST_ID1286,Yes
CUST_ID1287,No
CUST_ID1288,Yes
CUST_ID1289,No
CUST_ID1290,No
CUST_ID1291,No
CUST_ID1292,No
CUST_ID1293,No
CUST_ID1294,No
CUST_ID1295,No
CUST_ID1296,Yes
CUST_ID1297,No
CUST_ID1298,No
CUST_ID1299,Yes
CUST_ID1300,No
CUST_ID1301,Yes
CUST_ID1302,No
CUST_ID1303,No
CUST_ID1304,No
CUST_ID1305,No
CUST_ID1306,No
CUST_ID1307,No
CUST_ID1308,Yes
CUST_ID1309,Yes
CUST_ID1310,Yes
CUST_ID1311,No
CUST_ID1312,No
CUST_ID1313,Yes
CUST_ID1314,No
CUST_ID1315,No
CUST_ID1316,No
CUST_ID1317,No
CUST_ID1318,Yes
CUST_ID1319,Yes
