customerID,Tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
141,46.0,Month-to-month,No,Bank transfer (automatic),60.2448208025866,295.65
142,0.0,Month-to-month,No,Mailed check,79.6840660216098,79.95
143,15.0,Month-to-month,No,Mailed check,56.3326283580568,372.45
144,29.0,Two year,Yes,Bank transfer (automatic),82.3370472235455,3944.5
145,32.0,Two year,No,Mailed check,40.4119922728829,91.3
146,72.0,Two year,Yes,Credit card (automatic),86.0283215589089,1218.25
147,37.0,One year,Yes,Bank transfer (automatic),46.4847059517824,6470.1
148,0.0,Month-to-month,No,Electronic check,28.6611718792057,1866.45
149,68.0,One year,Yes,Mailed check,58.2049159824302,655.9
150,54.0,Month-to-month,Yes,Bank transfer (automatic),118.75,189.2
151,57.0,One year,Yes,Electronic check,102.509862795005,2200.25
152,8.0,Month-to-month,Yes,Electronic check,57.0528594931394,1588.7
153,14.0,Month-to-month,Yes,Mailed check,34.21472295928,507.9
154,32.0,Month-to-month,No,Electronic check,118.75,3021.3
155,37.0,Month-to-month,Yes,Credit card (automatic),99.2362987748498,564.65
156,9.0,Month-to-month,Yes,Mailed check,64.2662635732511,1131.2
157,20.0,Two year,Yes,Mailed check,71.3577967285594,1505.9
158,46.0,One year,Yes,Mailed check,50.6637878539957,203.95
159,45.0,Month-to-month,No,Electronic check,91.7604300196924,486.05
160,55.0,Month-to-month,Yes,Mailed check,112.445454594415,2719.2
161,33.0,Month-to-month,Yes,Bank transfer (automatic),95.0592319154635,1802.15
162,8.0,Month-to-month,Yes,Electronic check,61.1432858859345,3954.1
163,0.0,Month-to-month,No,Credit card (automatic),55.7096915695604,20.2
164,23.0,Two year,Yes,Electronic check,78.4415283379967,40.25
165,14.0,Month-to-month,Yes,Electronic check,100.761480973479,697.25
166,22.0,Month-to-month,No,Bank transfer (automatic),58.6878642771579,6129.2
167,44.0,Month-to-month,Yes,Electronic check,98.0297271238652,95.85
168,34.0,Month-to-month,Yes,Bank transfer (automatic),118.75,268.35
169,12.0,Month-to-month,No,Electronic check,64.2733071410909,765.45
170,0.0,Month-to-month,Yes,Electronic check,58.180556490561,6844.5
171,14.0,Month-to-month,Yes,Electronic check,97.685119209009,5676.0
172,38.0,Two year,No,Bank transfer (automatic),37.3909798985754,329.95
173,0.0,Month-to-month,Yes,Electronic check,100.587608047437,2708.2
174,42.0,Two year,Yes,Bank transfer (automatic),45.3660731110489,5794.45
175,38.0,Month-to-month,No,Electronic check,86.8706257125219,1244.8
176,49.0,One year,Yes,Bank transfer (automatic),48.7367421751793,74.1
177,0.0,Two year,Yes,Bank transfer (automatic),34.8137408178911,918.75
178,3.0,Month-to-month,Yes,Bank transfer (automatic),35.0841773402475,84.5
179,58.0,One year,Yes,Credit card (automatic),86.1297178263954,4254.85
180,58.0,Two year,Yes,Bank transfer (automatic),90.0968135944108,820.5
181,20.0,Month-to-month,Yes,Bank transfer (automatic),113.641996182356,62.25
182,37.0,Month-to-month,Yes,Electronic check,118.75,3472.05
183,50.0,Two year,Yes,Bank transfer (automatic),56.4198652180134,7726.35
184,60.0,Two year,Yes,Bank transfer (automatic),36.5976089467616,2933.2
185,33.0,Two year,Yes,Mailed check,39.1109813956092,1601.2
186,41.0,Month-to-month,Yes,Mailed check,18.25,385.9
187,27.0,Month-to-month,Yes,Mailed check,81.9249772937874,3888.65
188,46.0,Two year,No,Electronic check,23.2788192091196,413.0
189,51.0,Two year,Yes,Electronic check,89.7270729889262,4547.25
190,58.0,One year,Yes,Credit card (automatic),108.712479226498,6042.7
191,2.0,Month-to-month,No,Mailed check,18.25,1653.45
192,46.0,Two year,No,Electronic check,74.2784950187421,1078.75
193,72.0,One year,No,Mailed check,41.271989273248,202.3
194,17.0,Month-to-month,Yes,Electronic check,118.75,4900.65
195,23.0,Month-to-month,No,Mailed check,68.9981936871947,890.5
196,38.0,Month-to-month,No,Credit card (automatic),68.1198358483757,1776.55
197,18.0,Two year,No,Credit card (automatic),42.442009387017,5632.55
198,7.0,Month-to-month,Yes,Bank transfer (automatic),90.0636066210077,5746.75
199,27.0,Month-to-month,Yes,Electronic check,104.861131431178,6033.3
200,0.0,Month-to-month,Yes,Electronic check,31.5873479858526,52.0
201,23.0,Two year,Yes,Mailed check,66.7264270628904,1727.5
202,45.0,Two year,No,Bank transfer (automatic),96.9512386086085,518.3
203,0.0,Month-to-month,Yes,Electronic check,104.060964595372,3608.0
204,29.0,Month-to-month,Yes,Electronic check,107.87853346182,6844.5
205,0.0,Month-to-month,Yes,Electronic check,36.3145370058764,3207.55
206,17.0,Month-to-month,No,Electronic check,82.411851734381,76.65
207,0.0,Month-to-month,Yes,Mailed check,78.1282580484436,4916.4
208,68.0,Two year,Yes,Mailed check,30.9701218161151,5655.45
209,0.0,Month-to-month,Yes,Electronic check,85.3679553352295,193.05
210,22.0,Month-to-month,Yes,Credit card (automatic),95.3427857451471,443.9
211,24.0,Month-to-month,Yes,Electronic check,89.8787288581194,579.4
212,41.0,Two year,Yes,Bank transfer (automatic),34.8644562625472,140.4
213,0.0,Two year,No,Mailed check,28.178784703912,1110.5
214,31.0,Month-to-month,Yes,Bank transfer (automatic),68.0250890753824,92.05
215,20.0,Month-to-month,Yes,Mailed check,78.6328087866098,7069.25
216,26.0,Two year,Yes,Mailed check,40.628810915698,4738.85
217,1.0,Month-to-month,Yes,Mailed check,90.9944961457355,3509.4
218,45.0,Two year,Yes,Electronic check,71.448116891947,2423.4
219,13.0,Two year,Yes,Electronic check,25.8592220902115,578.5
220,49.0,Month-to-month,No,Bank transfer (automatic),101.129195187837,484.05
221,11.0,Two year,No,Bank transfer (automatic),34.2521520249307,132.2
222,36.0,Two year,Yes,Bank transfer (automatic),55.016752484992,5502.55
223,0.0,Month-to-month,Yes,Electronic check,75.3200954866214,767.9
224,64.0,Two year,Yes,Mailed check,85.8451783353678,1462.6
225,41.0,Two year,Yes,Electronic check,71.0754792665444,5129.3
226,5.0,Month-to-month,Yes,Mailed check,118.75,3942.45
227,24.0,One year,Yes,Mailed check,85.0639625631187,5893.95
228,29.0,Two year,Yes,Bank transfer (automatic),47.6312635181467,651.55
229,35.0,Two year,Yes,Mailed check,49.3123196527429,3623.95
230,49.0,One year,Yes,Mailed check,33.2355785920377,247.25
231,31.0,Month-to-month,No,Bank transfer (automatic),39.6959609273597,20.2
232,27.0,Two year,No,Mailed check,83.0915219328835,2088.8
233,58.0,Month-to-month,Yes,Bank transfer (automatic),66.2834980041139,1517.5
234,49.0,Month-to-month,Yes,Electronic check,69.9770671522484,6083.1
235,9.0,Two year,Yes,Mailed check,50.1494211905121,1546.3
236,38.0,Two year,Yes,Credit card (automatic),18.25,6310.9
237,72.0,Two year,No,Bank transfer (automatic),80.5089549081599,1115.6
238,35.0,Month-to-month,Yes,Electronic check,57.5336579292447,1730.35
239,22.0,Month-to-month,No,Electronic check,103.802247836105,1203.9
240,37.0,One year,Yes,Bank transfer (automatic),56.6248430336525,6937.95
241,20.0,Two year,Yes,Mailed check,19.2740605881773,7472.15
242,9.0,Month-to-month,No,Electronic check,65.5074126974348,547.65
243,29.0,One year,No,Bank transfer (automatic),18.25,5815.15
244,8.0,Month-to-month,Yes,Electronic check,81.0406154391371,6844.5
245,30.0,Month-to-month,Yes,Credit card (automatic),85.5016596546041,1655.35
246,29.0,Month-to-month,No,Electronic check,44.0904065240742,1004.5
247,23.0,Month-to-month,No,Mailed check,64.7955511371723,3634.8
248,6.0,Month-to-month,No,Bank transfer (automatic),28.0211248091622,3825.85
249,0.0,Month-to-month,Yes,Electronic check,82.3700976892702,1625.0
250,63.0,Two year,No,Mailed check,38.2524925928688,7082.85
251,24.0,Month-to-month,No,Mailed check,49.9649419314762,973.55
252,57.0,Month-to-month,Yes,Mailed check,79.6294891979644,1288.75
253,55.0,Two year,No,Credit card (automatic),94.1722438230749,78.8
254,19.0,Month-to-month,Yes,Mailed check,67.7716592903313,6713.2
255,34.0,Month-to-month,Yes,Electronic check,73.5411258947683,266.9
256,21.0,Month-to-month,Yes,Mailed check,62.8455563419149,1957.1
257,11.0,Month-to-month,Yes,Electronic check,93.3374317976004,69.5
258,0.0,Month-to-month,Yes,Electronic check,114.978571049597,629.55
259,38.0,Month-to-month,Yes,Electronic check,73.644173784935,280.85
260,23.0,Month-to-month,No,Mailed check,83.0173241156989,68.2
261,72.0,Month-to-month,Yes,Electronic check,118.75,1789.25
262,14.0,One year,No,Bank transfer (automatic),34.9931451574663,6844.5
263,62.0,One year,No,Credit card (automatic),54.4070792287753,6017.9
264,72.0,Month-to-month,Yes,Mailed check,112.496519389625,6844.5
265,18.0,Month-to-month,Yes,Bank transfer (automatic),74.6137914248683,18.9
266,13.0,Month-to-month,No,Electronic check,41.707238833012,7382.85
267,29.0,Month-to-month,Yes,Credit card (automatic),65.9576150031377,5396.25
268,72.0,One year,No,Credit card (automatic),66.9271033319907,3618.7
269,12.0,Two year,Yes,Credit card (automatic),25.7847330823193,8564.75
270,34.0,Two year,Yes,Bank transfer (automatic),95.6141585824359,3249.4
271,72.0,One year,Yes,Credit card (automatic),72.0395778679146,178.5
272,50.0,Month-to-month,Yes,Electronic check,60.2184649680622,926.25
273,47.0,Two year,No,Credit card (automatic),43.6104590911987,3517.9
274,42.0,Month-to-month,Yes,Mailed check,81.9906337123729,1588.7
275,4.0,Month-to-month,No,Credit card (automatic),18.25,314.95
276,20.0,Two year,Yes,Bank transfer (automatic),47.0127081385099,242.4
277,8.0,One year,No,Mailed check,18.25,6786.1
278,35.0,Month-to-month,Yes,Mailed check,74.8272231118473,411.25
279,3.0,Month-to-month,No,Mailed check,81.1454025670535,4370.75
280,41.0,Month-to-month,Yes,Mailed check,118.75,51.15
281,37.0,Two year,No,Credit card (automatic),54.1910588084405,7795.95
282,22.0,Two year,Yes,Bank transfer (automatic),18.25,274.35
283,9.0,One year,Yes,Electronic check,100.796754802152,480.75
284,66.0,One year,No,Bank transfer (automatic),18.25,442.6
285,72.0,One year,Yes,Bank transfer (automatic),93.7993490601312,7053.35
286,40.0,Month-to-month,Yes,Mailed check,108.23739328763,1574.45
287,22.0,Two year,Yes,Bank transfer (automatic),65.3555729321257,146.9
288,11.0,Month-to-month,Yes,Electronic check,70.1040339114211,442.85
289,0.0,Month-to-month,Yes,Electronic check,65.3401358042238,3147.15
290,72.0,One year,Yes,Bank transfer (automatic),70.0153747043084,7227.45
291,72.0,One year,No,Credit card (automatic),87.0573777499746,1433.8
292,34.0,Month-to-month,Yes,Bank transfer (automatic),63.9328229914288,829.1
293,43.0,Month-to-month,Yes,Mailed check,59.5994271419029,3263.6
294,43.0,One year,Yes,Bank transfer (automatic),28.2990375221793,1210.4
295,53.0,Two year,Yes,Credit card (automatic),81.5506960274955,2095.0
296,0.0,Month-to-month,Yes,Electronic check,58.5606269326048,601.6
297,41.0,Month-to-month,No,Bank transfer (automatic),39.2978360109624,574.5
298,40.0,Month-to-month,Yes,Electronic check,88.6648704372807,472.65
299,35.0,Month-to-month,No,Bank transfer (automatic),18.25,5760.65
300,48.0,Month-to-month,Yes,Mailed check,32.1327484838916,6844.5
301,50.0,Two year,Yes,Mailed check,33.527349582988,1513.6
302,13.0,Two year,No,Electronic check,18.25,48.35
303,41.0,Month-to-month,Yes,Electronic check,55.0452561436226,2157.5
304,4.0,Month-to-month,Yes,Mailed check,89.667384186334,810.7
305,27.0,Month-to-month,Yes,Electronic check,47.6991698852615,6254.2
306,32.0,Two year,Yes,Mailed check,113.355135002437,44.45
307,0.0,Month-to-month,Yes,Electronic check,29.6190675440898,436.9
308,55.0,Two year,Yes,Credit card (automatic),18.25,6962.85
309,16.0,Two year,No,Bank transfer (automatic),27.5306902070697,5841.35
310,9.0,Month-to-month,Yes,Credit card (automatic),75.2245543101929,875.55
311,2.0,Month-to-month,Yes,Electronic check,87.0656125124751,178.85
312,0.0,Month-to-month,Yes,Electronic check,70.6600834743663,1801.9
313,47.0,Two year,No,Credit card (automatic),79.8886885413991,155.9
314,41.0,Two year,No,Electronic check,60.5442754345338,1001.5
315,61.0,Month-to-month,Yes,Credit card (automatic),84.167326683626,74.25
316,40.0,Two year,Yes,Bank transfer (automatic),71.2387108928513,2857.6
317,42.0,Month-to-month,Yes,Bank transfer (automatic),66.204506462917,1597.4
318,44.0,Two year,No,Electronic check,52.5340206034694,7880.25
319,58.0,Month-to-month,Yes,Bank transfer (automatic),77.1866528454875,2264.5
320,30.0,Two year,No,Bank transfer (automatic),95.2917743141529,1296.15
321,51.0,One year,No,Bank transfer (automatic),18.25,55.55
322,21.0,Month-to-month,Yes,Electronic check,28.5955025222945,2030.75
323,0.0,Month-to-month,Yes,Credit card (automatic),87.3953636300523,771.95
324,45.0,Two year,Yes,Credit card (automatic),67.1813638937614,5500.6
325,46.0,Two year,No,Electronic check,18.25,607.3
326,45.0,Month-to-month,No,Electronic check,108.130438181569,4267.15
327,23.0,Month-to-month,No,Bank transfer (automatic),84.0762488881464,1482.3
328,28.0,Month-to-month,Yes,Mailed check,60.9133454279492,1740.8
329,33.0,Month-to-month,Yes,Credit card (automatic),61.5796243422053,1325.85
330,48.0,Month-to-month,No,Credit card (automatic),58.1066219712651,3134.7
331,32.0,Two year,No,Bank transfer (automatic),79.8399670698091,4733.1
332,66.0,Two year,Yes,Credit card (automatic),61.8985661358645,3899.05
333,0.0,Month-to-month,Yes,Bank transfer (automatic),58.7516730939706,494.05
334,20.0,Month-to-month,No,Mailed check,81.6892494762,5253.95
335,45.0,Month-to-month,Yes,Mailed check,95.8671400821414,99.45
336,61.0,Month-to-month,Yes,Bank transfer (automatic),99.6081267100988,1079.05
337,14.0,Month-to-month,Yes,Mailed check,85.2536970325436,190.1
338,0.0,Two year,Yes,Electronic check,76.0362108544395,1505.05
339,43.0,Month-to-month,No,Credit card (automatic),103.638949224835,4447.55
340,0.0,Month-to-month,Yes,Mailed check,59.5695679749331,581.7
341,36.0,Two year,No,Credit card (automatic),32.7729116713404,592.75
342,61.0,Two year,No,Electronic check,38.2499712137969,50.8
343,0.0,Month-to-month,Yes,Electronic check,20.6664388340569,1326.25
344,30.0,Month-to-month,Yes,Electronic check,25.5356877145284,7111.3
345,57.0,Month-to-month,Yes,Bank transfer (automatic),53.242593427321,2757.85
346,18.0,Month-to-month,Yes,Electronic check,47.5573098322494,876.75
347,56.0,Month-to-month,Yes,Electronic check,94.2447323314451,583.45
348,30.0,Two year,Yes,Mailed check,43.3886334307384,226.8
349,0.0,Month-to-month,Yes,Mailed check,98.0584565443977,288.35
350,59.0,Month-to-month,Yes,Bank transfer (automatic),90.4021046670609,4551.5
351,32.0,Two year,Yes,Credit card (automatic),32.7256842238449,4600.7
352,25.0,Month-to-month,No,Bank transfer (automatic),18.25,2095.0
353,13.0,Month-to-month,Yes,Mailed check,62.4625619456797,1730.35
354,24.0,Month-to-month,No,Mailed check,109.554113070157,887.35
355,11.0,Month-to-month,Yes,Mailed check,63.6166051975691,20.2
356,54.0,Two year,Yes,Bank transfer (automatic),69.3209290556919,2929.75
357,10.0,Two year,Yes,Mailed check,38.5557893261766,1433.8
358,36.0,One year,Yes,Bank transfer (automatic),74.5282375601909,4681.75
359,0.0,Month-to-month,Yes,Electronic check,61.2554129909003,20.2
360,42.0,Month-to-month,Yes,Credit card (automatic),74.601260888651,519.15
361,4.0,Month-to-month,Yes,Credit card (automatic),86.3008099323415,1004.35
362,44.0,One year,Yes,Bank transfer (automatic),37.0904155239486,769.1
363,28.0,Two year,No,Credit card (automatic),100.993985698359,2696.55
364,51.0,Two year,No,Mailed check,64.8635859504861,3432.9
365,40.0,Month-to-month,No,Mailed check,66.9023159552273,20.2
366,25.0,Two year,Yes,Credit card (automatic),69.912601567264,601.25
367,20.0,Month-to-month,Yes,Electronic check,116.900537883876,3590.2
368,72.0,One year,Yes,Bank transfer (automatic),117.660137828602,875.35
369,71.0,Two year,No,Credit card (automatic),80.8114762539563,6844.5
370,0.0,Month-to-month,No,Electronic check,36.5374785689538,5656.75
371,10.0,Month-to-month,No,Bank transfer (automatic),51.6239378567235,20.2
372,16.0,Month-to-month,Yes,Bank transfer (automatic),42.6064858310461,323.45
373,52.0,Month-to-month,Yes,Mailed check,80.8479645994944,726.1
374,22.0,Two year,No,Credit card (automatic),18.282646186462,1183.05
375,0.0,Month-to-month,Yes,Electronic check,96.4733134783311,20.2
376,21.0,One year,No,Bank transfer (automatic),41.81533472576,3532.0
377,11.0,Month-to-month,Yes,Bank transfer (automatic),91.4352119916139,3483.45
378,0.0,Month-to-month,Yes,Credit card (automatic),49.7294383642569,1753.0
379,31.0,Month-to-month,Yes,Bank transfer (automatic),68.1643665608897,540.05
380,19.0,Month-to-month,Yes,Bank transfer (automatic),85.7327158795425,50.55
381,27.0,Month-to-month,No,Electronic check,82.9158338841523,7966.9
382,34.0,Month-to-month,Yes,Credit card (automatic),102.128371326065,403.35
383,20.0,Month-to-month,No,Bank transfer (automatic),62.5529061816397,2575.45
384,38.0,One year,No,Credit card (automatic),44.5889085470799,702.0
385,36.0,Month-to-month,Yes,Mailed check,81.8280839372181,1750.7
386,29.0,Two year,No,Electronic check,38.4841526922145,3013.05
387,21.0,Month-to-month,No,Mailed check,62.6908817400512,930.45
388,72.0,One year,Yes,Credit card (automatic),115.754347749051,1524.85
389,43.0,Two year,No,Mailed check,36.8812478109235,6844.5
390,72.0,One year,No,Credit card (automatic),90.4612009142082,1782.05
391,36.0,Month-to-month,Yes,Mailed check,70.7107512955065,832.05
392,9.0,Month-to-month,No,Electronic check,18.25,717.95
393,7.0,Month-to-month,Yes,Bank transfer (automatic),84.3175352106986,6474.45
394,21.0,Month-to-month,Yes,Electronic check,57.4879565592528,2030.3
395,23.0,Month-to-month,Yes,Mailed check,99.7910651408086,158.4
396,0.0,Month-to-month,Yes,Mailed check,57.8226326366929,5294.6
397,1.0,Month-to-month,No,Mailed check,59.3862818143097,4931.8
398,59.0,Two year,Yes,Credit card (automatic),69.0439520962665,6330.4
399,18.0,Month-to-month,Yes,Electronic check,84.2000902167835,478.75
400,28.0,Month-to-month,No,Mailed check,40.0327516410232,2633.95
